JSD,Norm,σ
0.00558545016429726, 0.00809542603568, 0.01
0.0047448526194493485, 0.006446385367150604, 0.005
0.00230366674074972, 0.0037426430368559973, 0.001
0.005952088694704346, 0.008487261875143908, 0.01
0.0048850667045607175, 0.00690577508097196, 0.005
0.0020223893167107534, 0.003388589728343543, 0.001
0.0063108220142781175, 0.008805176723675319, 0.01
0.005023839536538932, 0.007093643640604349, 0.005
0.0022228772689523407, 0.003733439939794388, 0.001
0.006544687568198504, 0.00925310277734825, 0.01
0.004868850543016031, 0.007594324583372234, 0.005
0.0020718722848351513, 0.0035577547635446335, 0.001
0.005786011049008513, 0.007899666158962626, 0.01
0.0051268118948300245, 0.0073111596988749555, 0.005
0.0021059432341975987, 0.0035076620029000378, 0.001
0.0060478527412745325, 0.00805237765867034, 0.01
0.005050493377300092, 0.007206437512309765, 0.005
0.002070224026455267, 0.0036895888003320963, 0.001
0.005556053295097338, 0.008403501401599893, 0.01
0.004765832528567184, 0.006735238805889627, 0.005
0.0020408987447816463, 0.003579852120127008, 0.001
0.005765585476079629, 0.00788968540814805, 0.01
0.005290938364948415, 0.007315591172713283, 0.005
0.002151483969481345, 0.003674937936324035, 0.001
0.005887483076937357, 0.008331501707581238, 0.01
0.004905192806656641, 0.00764748104188594, 0.005
0.0020965360811725617, 0.0035299156167369226, 0.001
0.006225485958453284, 0.008601435535725326, 0.01
0.005133265951670433, 0.007013297234651312, 0.005
0.00212156764607549, 0.003681089609810434, 0.001
0.005611137239503844, 0.00840400872336744, 0.01
0.005096368449641248, 0.00704034786098734, 0.005
0.0019303094877172757, 0.0032184649271802574, 0.001
0.00565593685950799, 0.00840598442872027, 0.01
0.004953971061334184, 0.007223105756584856, 0.005
0.0020702771340397317, 0.003506610618807422, 0.001
0.0062081867983685805, 0.008655403665573894, 0.01
0.004964380080966739, 0.007056360877973008, 0.005
0.0020181658806390996, 0.003419075911545781, 0.001
0.005683536586701685, 0.007978790095941483, 0.01
0.0046492979187127996, 0.00655361190269455, 0.005
0.002162430535699072, 0.003575993806469852, 0.001
0.005669694909748115, 0.00793273982872362, 0.01
0.004968693494252103, 0.007299830872986791, 0.005
0.002064612677745481, 0.0034441436694762563, 0.001
0.005982796765312673, 0.008305842482776845, 0.01
0.005416952764704918, 0.0073581374970892776, 0.005
0.0022857494219152225, 0.003813123549500666, 0.001
0.005805636775082409, 0.008654073816394896, 0.01
0.0048730988451759945, 0.00703528273559237, 0.005
0.0019287321938726027, 0.003370398243663345, 0.001
0.005936648958127877, 0.008592770924435347, 0.01
0.004746158170447353, 0.006772909192368252, 0.005
0.00202317266348088, 0.0034326933771404783, 0.001
0.0058242324167314535, 0.008283208131062845, 0.01
0.004753060348309732, 0.006728842996332688, 0.005
0.002003195271569169, 0.00330909925423492, 0.001
0.006386726981209234, 0.009206346356399848, 0.01
0.004734523756324496, 0.006682018263959555, 0.005
0.002052434716288475, 0.0034542323845097134, 0.001
0.005916021966334915, 0.008304893189270909, 0.01
0.004935619421067808, 0.007079630097167206, 0.005
0.0022202047161439305, 0.003654629112786975, 0.001
0.006036810249142009, 0.008718962982262648, 0.01
0.0051386289740048725, 0.007655507135395005, 0.005
0.0022001671852004117, 0.0036425586027530746, 0.001
0.00536321238432517, 0.007881907765111818, 0.01
0.004655826311227183, 0.006496206603606801, 0.005
0.002108723155390761, 0.0036234161774215214, 0.001
0.005978416471857985, 0.008656966529507195, 0.01
0.004590441791046533, 0.006383707269179823, 0.005
0.0022114999574284417, 0.003759654533771261, 0.001
0.006607929053618415, 0.009418569099498252, 0.01
0.005487004803522426, 0.007637499495720461, 0.005
0.0021021775252556578, 0.0035371549145974696, 0.001
0.006166881675943113, 0.008677168229201575, 0.01
0.00466120042958292, 0.006377775321840444, 0.005
0.002198408533441933, 0.0036159269879850724, 0.001
0.0059318929382769555, 0.008316008836667086, 0.01
0.005011654451406246, 0.007138570961707894, 0.005
0.002086427015421657, 0.003517897940418741, 0.001
0.005680305316015364, 0.008101225130355395, 0.01
0.004912804771537429, 0.007411485994396633, 0.005
0.002123907123347278, 0.0037386149972541164, 0.001
0.005895447136678406, 0.008400540533153717, 0.01
0.0049025459830244365, 0.007164904583253633, 0.005
0.0020968944125961597, 0.0035239317399095634, 0.001
0.006074676343935114, 0.008574490461504458, 0.01
0.004897538799398275, 0.0065708456784450975, 0.005
0.002064584487566097, 0.00340713455298796, 0.001
0.005640963654132094, 0.008262947984628817, 0.01
0.004609163671014502, 0.006737081252876019, 0.005
0.002359704300690656, 0.003989056656468792, 0.001
0.005805688596598249, 0.008602740373209895, 0.01
0.004834895244362386, 0.006822388725465733, 0.005
0.0022595645580989285, 0.003750978214704361, 0.001
0.00611556400146273, 0.008718583236048981, 0.01
0.004729705511388526, 0.0073916096653510645, 0.005
0.0020574913668711197, 0.003368259797939081, 0.001
0.006591675221848043, 0.008826936612479803, 0.01
0.004409399609014019, 0.0066794020385380765, 0.005
0.002060095336169998, 0.003613229008751269, 0.001
0.006250743657449849, 0.009069336806419338, 0.01
0.0048184800526451035, 0.007096157082467256, 0.005
0.002075506353481749, 0.003441644618473094, 0.001
0.0061496922493584315, 0.008780152912503333, 0.01
0.004860200957706426, 0.006962011177579171, 0.005
0.0020871481363993593, 0.003506644407679723, 0.001
0.005971830583262106, 0.008367323914062311, 0.01
0.005273919122814051, 0.008623769964782882, 0.005
