RelError,σ
-6.897424438219092e-5,  0.001
0.0006633836334924964, 0.005
-0.0007812151289924275,  0.01
0.000288148964905497,  0.001
-0.002096946756341475, 0.005
-0.00039682780382896003,  0.01
-2.768962894086723e-5,  0.001
0.0009593615860259755, 0.005
0.004041398128545915,  0.01
-0.0001623041766415383,  0.001
-0.0009404558186408728, 0.005
-0.005957023838450677,  0.01
-0.00028697674041397713,  0.001
-0.00016102254180319655, 0.005
-0.002520018915639485,  0.01
4.8903763153396924e-5,  0.001
0.00018095292595795358, 0.005
-0.0008893629263030224,  0.01
-0.0005208921941077849,  0.001
0.0011172496787642406, 0.005
0.0025863415017213696,  0.01
0.0013389512017436412,  0.001
0.0036466334854622236, 0.005
-0.002277072304483846,  0.01
0.0006252987706827082,  0.001
-0.0005998994009219319, 0.005
0.003236712460592326,  0.01
0.0002320608239259281,  0.001
-0.0011864313267492231, 0.005
-0.0014445810029818202,  0.01
-8.694023156122502e-5,  0.001
-0.005375035025415374, 0.005
-0.0009180545004028468,  0.01
-0.0001241029819394197,  0.001
0.0012243362322921988, 0.005
-0.010934747203224763,  0.01
1.3011211611863154e-5,  0.001
0.000813089934760136, 0.005
0.003714950578022386,  0.01
0.00022472688357361,  0.001
-0.00031630531195912185, 0.005
0.003441434467292976,  0.01
-0.00016935766120334606,  0.001
0.000897263386022494, 0.005
0.006746207535554569,  0.01
0.00014370314909031994,  0.001
-0.001089651041616234, 0.005
0.0034507090025152035,  0.01
8.240711173341553e-5,  0.001
-0.0014937049074491636, 0.005
0.0015363401856271493,  0.01
-9.763125458581186e-5,  0.001
-0.003136976423001263, 0.005
-5.233584353289974e-5,  0.01
7.735564398174249e-5,  0.001
0.0012673146715340405, 0.005
0.0008252181615329968,  0.01
0.0004446427402105607,  0.001
-0.0035173104569109523, 0.005
0.0023245427201740634,  0.01
-4.717204550768395e-5,  0.001
-0.0006376324607821823, 0.005
-0.0033271390912323314,  0.01
0.00010625212411869508,  0.001
-0.001238642188500063, 0.005
0.002263052333268658,  0.01
0.00023079211984946448,  0.001
0.0013702405068866691, 0.005
0.00014301326336232448,  0.01
0.0005180561217269435,  0.001
0.0003070819703695463, 0.005
-0.004594141210502018,  0.01
-0.00021020413591953818,  0.001
-0.001819223386387227, 0.005
0.00210366126047492,  0.01
2.9077235627205213e-5,  0.001
-0.002811647790647884, 0.005
0.0013787628695374717,  0.01
-0.00023498245574948896,  0.001
0.0003126046348623254, 0.005
0.000567926894850089,  0.01
-0.0005110587553684263,  0.001
0.0011794839347623587, 0.005
0.0012052546182693994,  0.01
0.00015250981085185682,  0.001
-0.0016063935452049684, 0.005
0.005375443207940336,  0.01
4.0190710541188556e-5,  0.001
-0.0022642853385377655, 0.005
0.002322115352916776,  0.01
-0.00036971645861360274,  0.001
0.00016674079046943429, 0.005
0.0003736886970421292,  0.01
0.0001884784620952627,  0.001
0.002817217050277533, 0.005
-0.0011929879033848545,  0.01
0.0008687492279126378,  0.001
-0.0015496393017225686, 0.005
0.0017164723126362677,  0.01
4.235372858478042e-5,  0.001
-0.001554726860757063, 0.005
0.0011651768664278027,  0.01
0.00016787450286294837,  0.001
-0.00023562031254129953, 0.005
0.0011935866634550296,  0.01
0.0004536739985329733,  0.001
-0.001522368690641316, 0.005
0.00017656276747993416,  0.01
0.00042940036707662173,  0.001
-0.0013634394312179404, 0.005
-0.007864113594046863,  0.01
0.00012527283007806217,  0.001
-0.0012412543913634616, 0.005
-0.00396260220826952,  0.01
9.975175435139407e-5,  0.001
0.0018785656921702714, 0.005
-0.0026771335515957295,  0.01
0.0006295934313875414,  0.001
0.0005211460174915655, 0.005
-0.0007629387248726932,  0.01
0.00032528882914952873,  0.001
0.0016083785523014202, 0.005
0.0012306767638678683,  0.01
0.0004281784758871011,  0.001
-0.00314431349886189, 0.005
0.004412972132381021,  0.01
-0.0005042887261341142,  0.001
-0.001660105543206879, 0.005
-0.0001704340178368452,  0.01
0.0007470945269144814,  0.001
0.0014134851412984267, 0.005
-0.007266251524835821,  0.01
-0.0007426830610139907,  0.001
-0.0006593131940301303, 0.005
0.0061624723202599995,  0.01
-0.00035960201689681125,  0.001
0.00220276471059791, 0.005
0.0016554615435475037,  0.01
0.00042147278905220594,  0.001
0.0018231123643129776, 0.005
-0.0007030851320580956,  0.01
0.0001822434669840669,  0.001
-0.003302448093297621, 0.005
-0.0019683054011790466,  0.01
-0.0003113539555711689,  0.001
0.0004011019725363147, 0.005
-0.0005835852060447716,  0.01
-3.087550439427152e-5,  0.001
0.002001507598740981, 0.005
-0.008349344475524269,  0.01
0.000442788699539073,  0.001
0.0005868453075067158, 0.005
0.00540673786853704,  0.01
0.0003156608471977965,  0.001
0.0008665452972211351, 0.005
-0.0020230673153320018,  0.01
8.798885895178192e-5,  0.001
-0.0001735096257133541, 0.005
0.004284986588339495,  0.01
0.000400925254394526,  0.001
0.0030941417079844856, 0.005
-0.0005202307100721936,  0.01
-0.00029053616064223973,  0.001
-0.0017240547135919408, 0.005
0.0021586805673354113,  0.01
-0.0009376000192698529,  0.001
-0.0008144682305459743, 0.005
-0.0033153854240771533,  0.01
-0.00039268738089844307,  0.001
-0.001644318523625337, 0.005
0.0015019767106014788,  0.01
4.330560180617523e-5,  0.001
0.004174394024694686, 0.005
-3.943741834039865e-5,  0.01
0.0002180751333344232,  0.001
-0.0020067830120801705, 0.005
-0.004497988539101789,  0.01
-0.00028386545904283,  0.001
-0.004642748412722747, 0.005
0.000826072010676927,  0.01
0.00029103262225182796,  0.001
0.002545280574185684, 0.005
0.005932263493173413,  0.01
-0.000301087135789903,  0.001
-0.0028904105768641913, 0.005
-0.000523810047514247,  0.01
0.00039858712464993057,  0.001
0.001572031430021571, 0.005
-0.0010148693548585994,  0.01
-0.0004984497617137472,  0.001
-0.003184390271828617, 0.005
0.0013845892148464255,  0.01
-1.769600616934873e-5,  0.001
0.00035595056872727145, 0.005
-0.0019665328434790726,  0.01
-4.558856417215606e-5,  0.001
0.004056383848468328, 0.005
-0.0042986650279737025,  0.01
-5.5866175528273506e-5,  0.001
0.0012923181047935163, 0.005
6.72331436681749e-5,  0.01
-0.0005938783972644519,  0.001
-0.000511990196268117, 0.005
-0.0006096002152277092,  0.01
-0.0004370264903967608,  0.001
-0.00026789451039438796, 0.005
-0.0006949980875401613,  0.01
-0.000345389732006376,  0.001
0.003137435831883958, 0.005
-0.001374330724194025,  0.01
-2.443701911323043e-5,  0.001
0.0012842459644020563, 0.005
0.0032133046619734467,  0.01
0.00015191847165194812,  0.001
-0.0010658464955171807, 0.005
0.007089416657549135,  0.01
-0.00029965356880545194,  0.001
0.003096639204196365, 0.005
-0.001899854166017486,  0.01
-0.00033822355650341265,  0.001
-0.001232888962962386, 0.005
0.0024052973535478722,  0.01
-2.4448735264693416e-5,  0.001
-0.0013969566408032566, 0.005
0.0052172490205221345,  0.01
5.045217031608773e-6,  0.001
-0.0008943556945999027, 0.005
0.0012795088672480576,  0.01
8.200134408447573e-5,  0.001
6.329795944322628e-5, 0.005
0.0001800996376851538,  0.01
0.00016988030371774978,  0.001
-0.003135176249696423, 0.005
0.000805362315188747,  0.01
0.00017060214514578358,  0.001
-0.001149062422621278, 0.005
-0.0023159638440199345,  0.01
-0.0002538389584815369,  0.001
-0.0004641765760276781, 0.005
-0.00348330465803092,  0.01
-0.00010439298075953457,  0.001
-3.6693835929495094e-5, 0.005
-0.00024378592518125623,  0.01
-1.7346564279046767e-5,  0.001
0.004294002718804405, 0.005
-0.0038669127948310375,  0.01
9.36590337242274e-6,  0.001
-0.0007227691859898286, 0.005
-0.0003873057095312999,  0.01
-2.6997926539677836e-5,  0.001
0.003871394451197193, 0.005
0.0023433372730398156,  0.01
-0.0006478936286650456,  0.001
-0.0008014699464116378, 0.005
-0.0004474580074899348,  0.01
-4.107687403195089e-5,  0.001
0.000896394192688152, 0.005
0.0029002006639707004,  0.01
-0.0006559217916141014,  0.001
-0.0011768486060411286, 0.005
-0.0013068152053907778,  0.01
0.0002515099755115592,  0.001
-0.005189803197591988, 0.005
-0.0011314815141236542,  0.01
9.707431655835826e-5,  0.001
0.0005196000749039546, 0.005
-0.0049565687785311984,  0.01
-0.0001812442968938521,  0.001
-0.0017531076067399576, 0.005
0.004268556064737057,  0.01
-0.00024232030700598798,  0.001
-0.00014394269434616532, 0.005
0.007539480161225451,  0.01
-0.0003958102722821657,  0.001
6.472197642138678e-5, 0.005
-0.002579224030402121,  0.01
0.0003006274293588642,  0.001
0.0011778499371429536, 0.005
-0.004344093134943006,  0.01
9.771947534866075e-5,  0.001
-0.0007930110372427306, 0.005
-0.00585536629284785,  0.01
0.00021709056911111855,  0.001
-0.002403886653610285, 0.005
-0.001073051852948886,  0.01
-0.0001965446990455686,  0.001
0.0007565633196842743, 0.005
-0.0035077679921015517,  0.01
-0.0001260805263951541,  0.001
0.0011514262483195972, 0.005
-0.002665476689115896,  0.01
0.000585128100586399,  0.001
0.000732046358223219, 0.005
-0.009993207138776937,  0.01
1.033519248035556e-5,  0.001
0.002781913056880877, 0.005
0.0005070076554540085,  0.01
-0.0003436287966331397,  0.001
-0.005268375692472677, 0.005
-0.009958709446330982,  0.01
0.00014373965941052425,  0.001
0.0007528106959537703, 0.005
0.000693327498404516,  0.01
-0.00012315482828296323,  0.001
0.0003830944801449074, 0.005
-0.004079598657143123,  0.01
8.18452445379836e-5,  0.001
0.0008005603003383129, 0.005
0.003332574442192958,  0.01
-1.487952385520874e-5,  0.001
0.004393363793866768, 0.005
0.002751992708023108,  0.01
-0.0005397137569288624,  0.001
-0.0010113708312817589, 0.005
-0.0033703004428776028,  0.01
0.00040809147503646613,  0.001
-0.002301167138979963, 0.005
0.0037421049718686615,  0.01
0.00026223872108963264,  0.001
0.0006465851388623799, 0.005
0.002105346367187948,  0.01
-0.0003097366642864053,  0.001
-0.00024414010953949954, 0.005
-0.0013595047948686833,  0.01
0.00037849783711894436,  0.001
-0.002263713004068862, 0.005
-0.002600273726774876,  0.01
-2.1677735702449895e-5,  0.001
-0.0016615321849971594, 0.005
-0.001756037005823651,  0.01
0.0002383855101343623,  0.001
-0.000792763071249652, 0.005
0.0011505183913478744,  0.01
4.948787651266053e-5,  0.001
-0.002357031328308412, 0.005
0.0013128852529403505,  0.01
-5.677231036804874e-5,  0.001
3.290917223716489e-5, 0.005
-0.0005233289196913523,  0.01
0.0004317026677825391,  0.001
-0.00019918359175369446, 0.005
3.080530969786459e-5,  0.01
6.52601814383727e-5,  0.001
-0.0041416085950245094, 0.005
-0.007054844469197602,  0.01
0.00019051879377606832,  0.001
0.001852928830792776, 0.005
-0.00023219101270885293,  0.01
-0.00014357575381174342,  0.001
-0.0011296949522978728, 0.005
-0.0003350526780160659,  0.01
-0.00012648872291179264,  0.001
0.0014371907186242856, 0.005
-0.005074733377129219,  0.01
-5.210271008967294e-5,  0.001
-0.00030039776526631136, 0.005
0.004555309167620295,  0.01
0.00034938614463361713,  0.001
0.0030200719783892746, 0.005
-0.0019290136299510282,  0.01
0.00010535159970424502,  0.001
-0.001397927390936899, 0.005
-0.008135023838261576,  0.01
0.0004461597234473677,  0.001
0.0007709011940068286, 0.005
-0.00014697002318786752,  0.01
0.0003477845837767203,  0.001
-0.00017843712794721097, 0.005
0.009532522716910715,  0.01
9.021139479827608e-5,  0.001
0.0004361890878301334, 0.005
-0.0022230333937505262,  0.01
-0.0002464703023999867,  0.001
-0.0016822214870989532, 0.005
0.0027021233743323016,  0.01
0.00028291464283217936,  0.001
0.00026553966592786804, 0.005
0.0009448347598299725,  0.01
-0.00035900026061172756,  0.001
-0.0027667648558802713, 0.005
-0.004930679877802412,  0.01
-0.00021895209798238738,  0.001
0.0016364258169104624, 0.005
0.0020786628518966875,  0.01
0.000457049582386763,  0.001
0.0009832901599467951, 0.005
0.006092547023689266,  0.01
0.00026845483743487795,  0.001
0.001274025061792708, 0.005
-0.0012405734969985695,  0.01
4.01906782916437e-5,  0.001
-0.0010341694708411375, 0.005
-0.0007952005612290724,  0.01
-8.093890540264259e-5,  0.001
-0.0004003344194193767, 0.005
-0.00023885758705949372,  0.01
-5.778550287438427e-5,  0.001
0.0024854940585957727, 0.005
-0.003657412513797276,  0.01
-0.00029845474405137306,  0.001
-0.0030885089694254724, 0.005
-6.7355306922735e-5,  0.01
0.00015612693814919193,  0.001
-0.001185043700892408, 0.005
-0.004895986222920804,  0.01
0.00012336203380811553,  0.001
0.0012669765451633812, 0.005
-0.0003215403696124458,  0.01
-0.00011866788525643453,  0.001
-0.0017660267100083078, 0.005
0.006429094899318998,  0.01
0.001551143175199125,  0.001
-0.0004971230057142542, 0.005
0.00031777830046353524,  0.01
-0.00012255965769786864,  0.001
0.000645949900660059, 0.005
-0.005673752025056351,  0.01
-0.00010173932145676126,  0.001
-0.0022419450837836944, 0.005
0.0030900275254898196,  0.01
-0.00022664183199845172,  0.001
0.0016619242574750302, 0.005
-5.261651869915996e-5,  0.01
-8.578564212037058e-5,  0.001
-0.0018352247715153844, 0.005
0.004071581691578777,  0.01
-0.00042865442408266205,  0.001
0.0016136849666877335, 0.005
-0.003915017443039758,  0.01
0.00020446201360445335,  0.001
-6.985824255429132e-5, 0.005
-0.0024649205778205334,  0.01
0.0003315878989004488,  0.001
-0.000968982904531612, 0.005
-0.0005436451490018565,  0.01
-0.00046079774460254985,  0.001
0.002180841626156662, 0.005
-7.720634140523799e-5,  0.01
0.0005615480948429075,  0.001
0.00021281108841358974, 0.005
0.0009314507301123875,  0.01
0.00035828605898679036,  0.001
-0.001585131514694673, 0.005
0.00030781133904594975,  0.01
0.0005203847265669531,  0.001
-3.95997263828899e-5, 0.005
-0.0023821298354091036,  0.01
-0.0008829241436718561,  0.001
0.0012013714630610846, 0.005
-0.0025036094310296035,  0.01
0.00032641843918902627,  0.001
-0.0003166582525396974, 0.005
-0.005449833026682398,  0.01
-0.0005555807573961032,  0.001
-0.0027202649071138285, 0.005
-0.006259519366269465,  0.01
0.0001447901173915377,  0.001
0.002137472742500778, 0.005
0.0018436260227038667,  0.01
0.0004197354870331045,  0.001
0.0029070449559786275, 0.005
-0.0014520788505064325,  0.01
-0.0002873060411869307,  0.001
-0.0007528926035053909, 0.005
0.002130900855667554,  0.01
-0.0007685874776452013,  0.001
-0.0014438540903690931, 0.005
-0.004865830751920389,  0.01
0.0003683069953164309,  0.001
-0.0004950710408958384, 0.005
0.0038691876504095253,  0.01
-0.0001796334157738227,  0.001
3.206333196392252e-5, 0.005
0.0022713033039834683,  0.01
1.3317471308501132e-5,  0.001
0.0029480868327712655, 0.005
0.0025641652845838515,  0.01
-0.00015540853592585347,  0.001
-0.001019054144502031, 0.005
-0.006135711083173247,  0.01
0.0006034989445387796,  0.001
-0.0007501925195252427, 0.005
-0.004100844503587489,  0.01
-0.00025179209916110357,  0.001
0.0017021284359051184, 0.005
0.002790027457856388,  0.01
-0.0001015849707746445,  0.001
0.0009501213740256421, 0.005
-0.0025981752514972643,  0.01
0.0007097456047897631,  0.001
-4.5767109106882475e-5, 0.005
-0.0012050424061056315,  0.01
-0.00032261652430069814,  0.001
-0.0011154637360235946, 0.005
-0.0018161945834931623,  0.01
0.00043796840168641417,  0.001
0.0002580901200110029, 0.005
-0.005453183415972995,  0.01
0.00032685735965696567,  0.001
-0.0021850283863752255, 0.005
0.002051142257677212,  0.01
2.8746910762624523e-5,  0.001
0.0013994036843778207, 0.005
-0.0022540549971013938,  0.01
0.0006539340306549801,  0.001
0.0013154137388338158, 0.005
-0.0007818141199139372,  0.01
-2.854062263070879e-6,  0.001
-0.0011488259165538994, 0.005
5.975353684859963e-5,  0.01
0.0004366268640298471,  0.001
0.0007093084826406448, 0.005
0.00039524279981676736,  0.01
-0.00041303972083372493,  0.001
0.001832054222472608, 0.005
-0.000131121848149149,  0.01
0.0006431504281052787,  0.001
0.002364324946903504, 0.005
-0.004947321546649517,  0.01
0.00028116549275222585,  0.001
0.000950968630439244, 0.005
-0.004251469442410944,  0.01
-0.00023280322077128264,  0.001
-0.0004445191786357471, 0.005
0.0008199614666099734,  0.01
-7.844512335999214e-5,  0.001
-0.00374741839437366, 0.005
-0.0004908896910355844,  0.01
9.361197726618933e-5,  0.001
-0.0009230767213833017, 0.005
0.0036247264097119558,  0.01
-0.0006430527720553182,  0.001
-0.0017997225271879002, 0.005
0.0008787400579442631,  0.01
-5.4694977271087515e-5,  0.001
0.001844893887735789, 0.005
-0.0021368172585919136,  0.01
8.910222230832313e-5,  0.001
-0.0006140224401765646, 0.005
-0.002084811707974501,  0.01
0.0006028536132722906,  0.001
0.0009686766639035268, 0.005
0.003430639430263875,  0.01
-9.436035984743856e-5,  0.001
0.003064482721559262, 0.005
0.001030880923938569,  0.01
-0.0002262253425604958,  0.001
0.002081018639594029, 0.005
0.0010956496000471602,  0.01
0.0006082275680131486,  0.001
-0.0023021557803423074, 0.005
0.0059527843443575555,  0.01
-0.00036996984863114365,  0.001
0.0003468264432223428, 0.005
0.0017755821740394943,  0.01
-9.064214184653632e-5,  0.001
0.0013978190887348138, 0.005
-0.0014791131594437746,  0.01
0.00010152726616591166,  0.001
-0.002442109847403953, 0.005
0.000985616314354837,  0.01
3.6279921142747415e-5,  0.001
0.0001626903715871073, 0.005
0.00505958151263786,  0.01
0.0009478352060201603,  0.001
