JSD,Norm,σ
0.07408137113478563, 0.009389481466378066, 0.01
0.07050247263314148, 0.007145503809332224, 0.005
0.05050425865805718, 0.004482034387066501, 0.001
0.07781277085286209, 0.008126877520102247, 0.01
0.06665206879381518, 0.007084129797237456, 0.005
0.05038445931489909, 0.004103589131208769, 0.001
0.07392648712027909, 0.00794362767663942, 0.01
0.06646534441804962, 0.007423723861519031, 0.005
0.050735439179552325, 0.004249908406010486, 0.001
0.07451854917716197, 0.008669449257565392, 0.01
0.06557722452564638, 0.0076014997631892334, 0.005
0.049159426316978144, 0.004491836116255235, 0.001
0.07420884340675636, 0.007803365339670601, 0.01
0.06736234745008994, 0.007016664940537185, 0.005
0.05113144451808832, 0.004554798436293572, 0.001
0.07079413479569863, 0.008554276156846764, 0.01
0.067713894530541, 0.00707291156701686, 0.005
0.048340966195583444, 0.004305934371484951, 0.001
0.07692039377065733, 0.007639529664776851, 0.01
0.06676634186160128, 0.0069858696672057356, 0.005
0.051425531681706535, 0.004411806894738692, 0.001
0.07152234886953925, 0.007698679430162101, 0.01
0.07141918159898328, 0.007534006133950341, 0.005
0.047908855907781336, 0.00428777709810929, 0.001
0.07672400004023716, 0.008056079795256724, 0.01
0.064211108048268, 0.007236767103829875, 0.005
0.04861656916634713, 0.004293254913626133, 0.001
0.07923934297462748, 0.008225523206627169, 0.01
0.06524393784895897, 0.006939757434713714, 0.005
0.049775187235836925, 0.004382334853129284, 0.001
0.07625448732362163, 0.00822745975572353, 0.01
0.06706235702875056, 0.007509352830011649, 0.005
0.04745457716576414, 0.004654060452183024, 0.001
0.07593592987151002, 0.00745622266235297, 0.01
0.06891163847092804, 0.007099251073200472, 0.005
0.04890236383137787, 0.004438159812872454, 0.001
0.07895389162600268, 0.008033532067698008, 0.01
0.06756899246721072, 0.006937132594523884, 0.005
0.047172482490329126, 0.004294548743165565, 0.001
0.07625359028023883, 0.00798728780212723, 0.01
0.06824946459399886, 0.006991466965865727, 0.005
0.053538677628898496, 0.004178414425685386, 0.001
0.07910700830968742, 0.008027327528333222, 0.01
0.06951491057698374, 0.007334440237534722, 0.005
0.04749883999113237, 0.004528372307691653, 0.001
0.07654197309489014, 0.00831795875001515, 0.01
0.0665492368601563, 0.0073172856802822496, 0.005
0.05011131631097478, 0.004538468190162784, 0.001
0.0741630471271365, 0.008223229749104196, 0.01
0.06899229859436719, 0.007771112729324403, 0.005
0.04986972426279066, 0.0042149174423194635, 0.001
0.07516954786391652, 0.008089015557863989, 0.01
0.06946969573459907, 0.006962087105876251, 0.005
0.04925109769094306, 0.004076810278823097, 0.001
0.07423386450209582, 0.007844144492003102, 0.01
0.07079078590741676, 0.006994159667902561, 0.005
0.050737045643781085, 0.004281846296687889, 0.001
0.08207916471787996, 0.008694848505066232, 0.01
0.06976431266958064, 0.0075090691319344895, 0.005
0.048465163473045934, 0.00461474218689414, 0.001
0.07704961302990897, 0.007877445474640482, 0.01
0.06594131636865504, 0.007003536267944027, 0.005
0.04875064700637783, 0.004121611259726627, 0.001
0.07770676570091657, 0.008506075895568834, 0.01
0.06746268342026356, 0.006964437429728983, 0.005
0.05231911040324074, 0.0041364269646263965, 0.001
0.08095957924584729, 0.008307193612953335, 0.01
0.06950188136256964, 0.0071688737472096215, 0.005
0.0495895850167937, 0.004267271961164362, 0.001
0.08037385764365541, 0.00795874664003118, 0.01
0.06874707168002514, 0.007273675389965368, 0.005
0.051316149854473324, 0.004496692423658309, 0.001
0.07499593904378747, 0.007717620704598641, 0.01
0.06662816744684374, 0.006977753315150511, 0.005
0.05151436947016912, 0.004420270588851042, 0.001
0.07841528235336055, 0.007307032139147809, 0.01
0.06494018492477034, 0.007060336748482527, 0.005
0.04809238898614421, 0.004277185189547663, 0.001
0.07976943933042041, 0.008051492316288723, 0.01
0.0680267817208461, 0.007117641016307781, 0.005
0.05027794611231142, 0.004311121542925796, 0.001
0.07515130822714564, 0.0076279285269642266, 0.01
0.07057161453248625, 0.007182167541567363, 0.005
0.05313554749797642, 0.004775698960283705, 0.001
0.07428178979762773, 0.008488105793829706, 0.01
0.06866033618073429, 0.007228081032359887, 0.005
0.046628869695129936, 0.004385322809952156, 0.001
0.0773541621012749, 0.007646270440234412, 0.01
0.07041770634790649, 0.0069153799489681585, 0.005
0.05119510701387158, 0.004450229826533613, 0.001
0.07761876335162113, 0.00827431765106571, 0.01
0.06986327538795072, 0.0072690485762317075, 0.005
0.048855967448500785, 0.004377588329516216, 0.001
0.07671049871835507, 0.00764809131021663, 0.01
0.07092326710759517, 0.0069308511488248, 0.005
0.05030457439475162, 0.004165156681535766, 0.001
0.075118434928991, 0.00833467448626191, 0.01
0.06704115208232383, 0.007048782263610463, 0.005
0.04968906168005444, 0.0044955502632801694, 0.001
0.07442907795939561, 0.007590686228115596, 0.01
0.06724960091057701, 0.006970918574248948, 0.005
0.048021738427767496, 0.00438612034808964, 0.001
0.0776404819880121, 0.008480065572435386, 0.01
0.06703607228967881, 0.007032402760338043, 0.005
0.04998492522220132, 0.004185965853924767, 0.001
0.07417864035630387, 0.007832011697301081, 0.01
0.06896527270781855, 0.007346320690337952, 0.005
0.05066651277566298, 0.004894170669306518, 0.001
0.07780116918308241, 0.007795040981748115, 0.01
0.06562669042015634, 0.007330233516233784, 0.005
0.04953519031797189, 0.004400509754475214, 0.001
0.07966735692827726, 0.007836336813442804, 0.01
0.06980407270060292, 0.0074073740639210356, 0.005
0.05177537451647181, 0.004323052897702341, 0.001
0.07851461456246403, 0.008279671370313027, 0.01
0.06766792066022563, 0.007132284667853652, 0.005
0.048066192886434614, 0.004567674378994347, 0.001
0.0742311942249134, 0.008724335849101676, 0.01
0.0642412404718904, 0.007446277376666971, 0.005
0.04959139031753529, 0.004244993003609044, 0.001
0.075583792405906, 0.008354701192425679, 0.01
0.06982028859902005, 0.007091927644949192, 0.005
0.049579223454501435, 0.004490576436652717, 0.001
0.07983319468207373, 0.007410220515459125, 0.01
0.07040112324083764, 0.007278775125146803, 0.005
0.04849055368559572, 0.004106186771433265, 0.001
0.07483105316828194, 0.00725732792335537, 0.01
0.07109918277294185, 0.007902009288337772, 0.005
0.0443759346563378, 0.004227995400056177, 0.001
0.07620459356933208, 0.00824395926337587, 0.01
0.06795108729388988, 0.007607908578953556, 0.005
0.05352454893423542, 0.004200481388051118, 0.001
0.08001156599349975, 0.007936569672755744, 0.01
0.0687595295331064, 0.0077962115826916605, 0.005
0.05123589775900785, 0.004274507485999444, 0.001
0.078348768847963, 0.007550543460932299, 0.01
0.06918574061898645, 0.007506274054321031, 0.005
0.054063893645536154, 0.004362472056223891, 0.001
0.08201194255147458, 0.008066504335325166, 0.01
0.06967352615170992, 0.007264453194522935, 0.005
0.04713525762382349, 0.004386000131812562, 0.001
0.07634199260799962, 0.007938823933263485, 0.01
0.0678373284569711, 0.0071188819077295604, 0.005
0.05063788499913394, 0.004707805363109702, 0.001
0.0769464741370577, 0.008291116008530296, 0.01
0.06924512002010776, 0.007382928036058115, 0.005
0.04739500644754764, 0.0045556259225961945, 0.001
0.07216012344539191, 0.008742307739714928, 0.01
0.06992841951297143, 0.007513791935811552, 0.005
0.04930475056511882, 0.004363145021391619, 0.001
0.07490655273624237, 0.008724198592146909, 0.01
0.06855182383589555, 0.007067105863472964, 0.005
0.048745657716212164, 0.004562749383019873, 0.001
0.07596556976507496, 0.007576538273967185, 0.01
0.0669480052846144, 0.006954756348607698, 0.005
0.04863286826561656, 0.004440207680649035, 0.001
0.07401675041895488, 0.0076166830916614804, 0.01
0.06567904049547071, 0.006919331357294545, 0.005
0.05260856229948613, 0.004507530253640768, 0.001
0.07698428465367846, 0.008184449596715418, 0.01
0.06749486824302421, 0.007574162327578054, 0.005
0.05472229312548481, 0.0044022579838605535, 0.001
0.07513998698363544, 0.0075808567017744705, 0.01
0.06844328290280004, 0.007261673156918568, 0.005
0.048297304142903945, 0.004395848326707716, 0.001
0.07443229321863651, 0.00773895966009106, 0.01
0.06657047351071063, 0.007253078613272807, 0.005
0.0492619276260321, 0.004256550987982651, 0.001
0.07756064704184519, 0.008360077818046274, 0.01
0.06720759550979798, 0.006892644191747916, 0.005
0.049299059067673866, 0.004373474013041587, 0.001
