JSD,Norm,σ
0.005984868436492862, 0.008174295169944949, 0.01
0.004710568695949698, 0.007091846028384949, 0.005
0.0026579366797437783, 0.004212840726932779, 0.001
0.005502650471147968, 0.007762430717851325, 0.01
0.005403649276502829, 0.007239216685041945, 0.005
0.0022092060647560634, 0.004329340911179268, 0.001
0.006025439625816266, 0.008083361697097538, 0.01
0.004543717219448832, 0.00733923838669202, 0.005
0.002657589738940063, 0.004288146938295927, 0.001
0.006007646650905793, 0.007971835542027876, 0.01
0.004306230043159404, 0.007064884468809556, 0.005
0.00242149512419764, 0.004296802873696398, 0.001
0.00574824386592543, 0.009052578531834225, 0.01
0.004683442880313122, 0.007371813200526354, 0.005
0.002865156596858885, 0.004457186958329442, 0.001
0.005943491740284401, 0.008226380702352706, 0.01
0.004544868590124746, 0.007600098224122809, 0.005
0.0027006027471263086, 0.004211285399369454, 0.001
0.006148144258261454, 0.008460520202838547, 0.01
0.005028621148942297, 0.0073039655127580365, 0.005
0.0026498087348689314, 0.004243481303321925, 0.001
0.005354632290399413, 0.007914052084203814, 0.01
0.004641485062519002, 0.007234430161288265, 0.005
0.0024722476419306006, 0.004259887683479056, 0.001
0.006012106148720178, 0.007866657425347732, 0.01
0.004541414746241451, 0.007219450101390225, 0.005
0.002713335657147478, 0.0041319240949325, 0.001
0.005820923052563454, 0.008085198903529314, 0.01
0.004784593545084101, 0.007078447487853133, 0.005
0.0025381008198767895, 0.004857662372949125, 0.001
0.006605016177851577, 0.007997062204172897, 0.01
0.004602754142259689, 0.0073816027971024, 0.005
0.0027005245010608184, 0.004267297235082879, 0.001
0.00535005553944979, 0.00812731534347086, 0.01
0.004413198062630435, 0.007415717635757801, 0.005
0.0020914463577485385, 0.004566677496991945, 0.001
0.005972319774705229, 0.008043961916039948, 0.01
0.004685003210773114, 0.007549188388282394, 0.005
0.0022918552787414732, 0.004317591071724268, 0.001
0.006085134704141409, 0.007720911832800703, 0.01
0.004802400387185877, 0.007337067350685714, 0.005
0.0023492132132934863, 0.004297371976125822, 0.001
0.005609232023118846, 0.008658536619622284, 0.01
0.004371933906099472, 0.007005145680692544, 0.005
0.0026207332365087133, 0.004298035051842227, 0.001
0.00573233328951021, 0.008567868132758793, 0.01
0.004436123483035341, 0.007635777389420456, 0.005
0.002627440528030482, 0.00426730074813191, 0.001
0.005672836786108356, 0.008140001885750137, 0.01
0.004867779887833035, 0.006768377581706083, 0.005
0.002346634068696232, 0.004373858799907306, 0.001
0.006067410324677936, 0.00817880308403438, 0.01
0.004445356118996576, 0.00710609684232521, 0.005
0.002303130238195755, 0.004262174880042648, 0.001
0.005813780605279144, 0.0077222355274382485, 0.01
0.004746712835404133, 0.007210992513097484, 0.005
0.0027345569802046895, 0.004732728807869495, 0.001
0.0056744760946007035, 0.007818744974572052, 0.01
0.004548302820091251, 0.007309914985543843, 0.005
0.002256316450500094, 0.004325215292102038, 0.001
0.00598586204719863, 0.00807921925195911, 0.01
0.004457172011329959, 0.007169964930339568, 0.005
0.002436779109899212, 0.004236261561091554, 0.001
0.005755275566326726, 0.007907364418976817, 0.01
0.005652695831157288, 0.007105223003492224, 0.005
0.0024833603836408313, 0.004223507675109654, 0.001
0.005853985602686228, 0.007618250695770165, 0.01
0.0043427607742544064, 0.007187693781522112, 0.005
0.0024497789464218416, 0.004638880114903698, 0.001
0.0059159582600309055, 0.008094021766229708, 0.01
0.0042030538281179215, 0.006997495832468264, 0.005
0.00255056130883683, 0.004485320635343532, 0.001
0.005830593057988153, 0.007786312355443693, 0.01
0.004510440644821747, 0.007556926754877586, 0.005
0.0025430044478443165, 0.0044030525047489, 0.001
0.0056421381741889425, 0.007908695432610975, 0.01
0.004459098120034677, 0.007175308183242118, 0.005
0.0028149078828906492, 0.004324146845568635, 0.001
